frame,ball_x,ball_y,center_x,center_y,r_raw,theta,r_boundary,r_norm,x_norm,y_norm
top26_f39606_t1320.200.jpg,174,1093,608.0475386542985,912.5871051701748,470.04901705325614,2.747666084636549,467.2879547059764,1.0059086957183776,-0.928865240958582,0.3860850531434789
