frame,ball_x,ball_y,center_x,center_y,r_raw,theta,r_boundary,r_norm,x_norm,y_norm
top36_f11346_t378.200.jpg,815,1043,522.7943621744624,957.4109408639449,304.4825476457138,0.28493676338625296,488.08603021021213,0.6238296709871801,0.5986765031846983,0.17535650241298517
