frame,ball_x,ball_y,center_x,center_y,r_raw,theta,r_boundary,r_norm,x_norm,y_norm
top28_f16414_t547.133.jpg,776,724,575.8590965502387,914.8418637706675,276.54474900302966,5.5215664191525455,543.8105720968186,0.5085313952828211,0.36803422683450215,-0.350934449529571
