frame,ball_x,ball_y,center_x,center_y,r_raw,theta,r_boundary,r_norm,x_norm,y_norm
top41_f54001_t1800.033.jpg,487,595,664.2536269576847,919.0357134843036,369.34806332636396,4.211837480008143,570.510909972615,0.6473987733865054,-0.3106927910687737,-0.5679746133061294
