frame,ball_x,ball_y,center_x,center_y,r_raw,theta,r_boundary,r_norm,x_norm,y_norm
top39_f46859_t1561.967.jpg,676,307,638.2895137008567,927.1192402327034,621.2648009373323,4.773125854075941,632.3589268589426,0.9824559669197023,0.059634623149645224,-0.980644399697427
