frame,ball_x,ball_y,center_x,center_y,r_raw,theta,r_boundary,r_norm,x_norm,y_norm
top36_f56864_t1895.467.jpg,535,1177,524.3308725439258,964.1243589131773,213.1428367287996,1.5207191666813902,676.088531740291,0.31525876674317344,0.015780666222001267,0.31486355867584365
