frame,ball_x,ball_y,center_x,center_y,r_raw,theta,r_boundary,r_norm,x_norm,y_norm
top26_f12080_t402.667.jpg,577,993,577.4332471131567,969.7314854047025,23.272547658832487,1.5894136328181467,619.5135114766634,0.03756584356487193,-0.0006993344053416498,0.03755933351551828
