frame,ball_x,ball_y,center_x,center_y,r_raw,theta,r_boundary,r_norm,x_norm,y_norm
top34_f37367_t1245.567.jpg,517,746,584.4959138130182,978.2760718621549,241.88400513710565,4.429592138030586,583.4773205488762,0.41455596749745166,-0.11567872723547899,-0.3980892892969212
