frame,ball_x,ball_y,center_x,center_y,r_raw,theta,r_boundary,r_norm,x_norm,y_norm
top31_f42464_t1415.467.jpg,904,559,600.0803975568657,962.3903795603716,505.0652661498843,5.358070906520178,578.3712739536987,0.873254410940168,0.5254749260977466,-0.6974592233736877
