frame,ball_x,ball_y,center_x,center_y,r_raw,theta,r_boundary,r_norm,x_norm,y_norm
top32_f49203_t1640.100.jpg,731,765,591.0044857764894,956.7396864723521,237.4086168849417,5.343053637682768,583.4628361618022,0.40689586751166457,0.2399390424624893,-0.3286236493319582
