frame,ball_x,ball_y,center_x,center_y,r_raw,theta,r_boundary,r_norm,x_norm,y_norm
top34_f42732_t1424.400.jpg,996,1325,590.6280226713923,1052.7321489333399,488.3197955518108,0.5914442694057502,522.6640304481728,0.9342900354626366,0.7755880521819237,0.5209232608335169
