frame,ball_x,ball_y,center_x,center_y,r_raw,theta,r_boundary,r_norm,x_norm,y_norm
top36_f13898_t463.267.jpg,775,689,568.210270547527,1014.5513427125766,385.67560066588146,5.278288467970572,624.6423009773647,0.617434330105804,0.3310530348738833,-0.5211804295001821
