frame,ball_x,ball_y,center_x,center_y,r_raw,theta,r_boundary,r_norm,x_norm,y_norm
top37_f47751_t1591.700.jpg,667,589,582.3275252807714,1049.394393188572,468.11582461454105,4.894269431455948,643.2415003543244,0.7277450605245553,0.13163403585009825,-0.7157411220013167
