frame,ball_x,ball_y,center_x,center_y,r_raw,theta,r_boundary,r_norm,x_norm,y_norm
top40_f42722_t1424.067.jpg,456,721,591.4133197846634,902.1525046912054,226.17028348348663,4.070483338221791,586.9622754673837,0.3853233724425297,-0.23070191295433762,-0.3086271678088202
