frame,ball_x,ball_y,center_x,center_y,r_raw,theta,r_boundary,r_norm,x_norm,y_norm
top36_f9304_t310.133.jpg,290,821,574.9674759788695,1027.711491470724,352.0455980009106,3.7691539805308305,566.3186582229305,0.6216387062001266,-0.5031928082116282,-0.365009148940493
