frame,ball_x,ball_y,center_x,center_y,r_raw,theta,r_boundary,r_norm,x_norm,y_norm
top32_f3521_t117.367.jpg,369,1176,593.9769980810618,1024.3171708071231,271.3343515619088,2.5483825852589668,505.3088235204408,0.5369673730733164,-0.44522673581912764,0.30017846934299425
