frame,ball_x,ball_y,center_x,center_y,r_raw,theta,r_boundary,r_norm,x_norm,y_norm
top39_f46645_t1554.833.jpg,362,537,579.034867699595,1045.661459320317,553.0285833438044,4.309097555613372,622.2881193345465,0.8887018185825355,-0.3487691006027836,-0.8174050628768036
