frame,ball_x,ball_y,center_x,center_y,r_raw,theta,r_boundary,r_norm,x_norm,y_norm
top33_f18118_t603.933.jpg,872,829,595.9266817955332,877.5799275717119,280.31497710129145,6.109001058666165,483.2747000050399,0.5800323854995261,0.5712554747763025,-0.10052238937854634
