x,y
599.0,300.0
589.79177173567,303.0235973405263
580.5835434713399,306.04719468105253
571.3753152070099,309.0707920215788
562.1670869426799,312.0943893621051
552.9588586783499,315.1179867026314
543.7506304140198,318.14158404315765
534.5424021496898,321.16518138368394
525.3341738853597,324.18877872421024
516.1259456210297,327.2123760647365
506.91771735669977,330.23597340526277
497.7094890923697,333.25957074578906
488.5012608280397,336.2831680863153
479.29303256370963,339.3067654268416
470.08480429937964,342.3303627673679
460.8765760350496,345.3539601078942
451.6683477707196,348.3775574484204
442.46011950638956,351.4011547889467
433.2518912420595,354.424752129473
424.04366297772947,357.44834946999924
414.8354347133995,360.47194681052554
405.62720644906943,363.49554415105183
396.64923548183566,366.97189154355726
388.782077739572,372.63240748006405
380.91491999730835,378.29292341657083
373.0477622550447,383.9534393530776
365.18060451278103,389.6139552895844
357.3134467705174,395.2744712260912
349.4462890282538,400.9349871625979
341.57913128599006,406.5955030991047
333.7119735437264,412.2560190356115
325.8448158014628,417.91653497211826
317.97765805919914,423.57705090862504
311.2221842233035,430.46036088765317
304.84000034928704,437.7542853151005
298.45781647527053,445.04820974254795
292.07563260125403,452.34213416999535
285.69344872723764,459.63605859744274
279.31126485322113,466.92998302489013
272.9290809792046,474.2239074523376
266.5468971051882,481.5178318797849
260.1647132311717,488.8117563072324
255.45604903311,497.2764821182639
250.79171971800807,505.77222479934244
246.1273904029061,514.267967480421
241.4630610878041,522.7637101614996
236.79873177270215,531.2594528425782
232.13440245760017,539.7551955236568
227.47007314249822,548.2509382047353
222.80574382739627,556.7466808858139
218.1414145122943,565.2424235668925
213.47708519719234,573.7381662479711
208.81275588209036,582.2339089290497
204.14842656698843,590.7296516101283
201.28289248648815,599.9815498363308
198.4764872068564,609.258278399558
195.67008192722466,618.5350069627851
192.8636766475929,627.8117355260124
190.05727136796116,637.0884640892394
187.25086608832945,646.3651926524666
184.44446080869767,655.6419212156939
181.63805552906592,664.918649778921
178.8316502494342,674.195378342148
176.02524496980243,683.4721069053753
173.21883969017068,692.7488354686025
170.41243441053896,702.0255640318295
167.91512837157418,711.3579460548133
167.31056206069675,721.0310070288521
166.70599574981932,730.704068002891
166.1014294389419,740.3771289769298
165.49686312806446,750.0501899509687
164.89229681718703,759.7232509250075
164.2877305063096,769.3963118990465
163.68316419543217,779.0693728730853
163.07859788455474,788.7424338471242
162.4740315736773,798.4154948211631
161.86946526279988,808.088555795202
161.26489895192245,817.7616167692407
160.66033264104502,827.4346777432797
160.0557663301676,837.1077387173185
159.45120001929016,846.7807996913574
158.84663370841272,856.4538606653963
158.2420673975353,866.1269216394352
157.63750108665786,875.799982613474
157.03293477578043,885.473043587513
156.428368464903,895.1461045615517
155.8238021540256,904.8191655355906
155.21923584314814,914.4922265096295
154.61466953227074,924.1652874836684
154.0101032213933,933.8383484577072
153.40553691051588,943.5114094317462
152.80097059963845,953.184470405785
152.19640428876102,962.8575313798239
152.67792933899108,972.5081216543143
153.6820728342242,982.1478992085523
154.68621632945732,991.7876767627903
155.69035982469046,1001.4274543170284
156.69450331992357,1011.0672318712664
157.6986468151567,1020.7070094255043
158.70279031038982,1030.3467869797423
159.70693380562295,1039.9865645339805
160.7110773008561,1049.6263420882185
161.71522079608923,1059.2661196424565
163.95035806078099,1068.663723374335
166.67281048134006,1077.9654358112452
169.39526290189917,1087.2671482481555
172.11771532245825,1096.5688606850656
174.8401677430174,1105.8705731219761
177.5626201635765,1115.1722855588864
180.28507258413555,1124.4739979957965
183.00752500469468,1133.7757104327068
185.7299774252538,1143.077422869617
188.45242984581284,1152.3791353065274
191.17488226637198,1161.6808477434377
193.89733468693112,1170.982560180348
196.61978710749017,1180.284272617258
199.34223952804928,1189.5859850541683
202.0646919486084,1198.8876974910788
204.78714436916746,1208.189409927989
207.50959678972657,1217.4911223648992
210.35118389508025,1226.7476818411387
214.47157898819245,1235.5201359103453
218.59197408130476,1244.292589979552
222.71236917441706,1253.0650440487589
226.83276426752926,1261.8374981179654
230.95315936064156,1270.6099521871724
235.07355445375384,1279.3824062563792
239.19394954686607,1288.1548603255858
243.31434463997834,1296.9273143947926
247.43473973309065,1305.6997684639994
251.55513482620285,1314.4722225332061
255.67552991931515,1323.244676602413
259.79592501242746,1332.0171306716197
263.9163201055396,1340.7895847408263
268.03671519865196,1349.562038810033
272.23340747433866,1358.2864546275973
278.35554081926153,1365.7999819145482
284.4776741641845,1373.3135092014993
290.59980750910756,1380.8270364884502
296.72194085403044,1388.340563775401
302.8440741989535,1395.854091062352
308.9662075438765,1403.367618349303
315.0883408887994,1410.8811456362537
321.2104742337224,1418.3946729232048
327.3326075786454,1425.9082002101557
333.4547409235683,1433.4217274971065
339.57687426849134,1440.9352547840576
345.6990076134143,1448.4487820710085
351.82114095833725,1455.9623093579594
357.94327430326024,1463.4758366449103
364.0654076481833,1470.9893639318614
370.18754099310615,1478.5028912188122
376.3096743380292,1486.016418505763
382.5964396678976,1493.3340062140226
391.052711576044,1498.0695184825847
399.5089834841906,1502.8050307511467
407.96525539233716,1507.5405430197088
416.42152730048355,1512.2760552882708
424.8777992086301,1517.011567556833
433.33407111677667,1521.7470798253948
441.79034302492306,1526.482592093957
450.2466149330697,1531.218104362519
458.70288684121624,1535.953616631081
467.15915874936263,1540.689128899643
475.6154306575092,1545.4246411682052
484.3602588155824,1549.2586585003378
493.9945139014349,1550.3144672768697
503.6287689872877,1551.3702760534013
513.2630240731404,1552.4260848299332
522.8972791589929,1553.481893606465
532.5315342448457,1554.5377023829967
542.1657893306984,1555.5935111595286
551.8000444165509,1556.6493199360605
561.4342995024036,1557.705128712592
571.0685545882563,1558.760937489124
580.702809674109,1559.8167462656559
590.3370647599617,1560.8725550421875
599.9713198458144,1561.9283638187194
609.6055749316669,1562.9841725952513
619.2398300175196,1564.039981371783
628.8445976920165,1564.7555111944164
638.1543241793,1562.06059036915
647.4640506665838,1559.3656695438835
656.7737771538675,1556.6707487186172
666.0835036411511,1553.975827893351
675.3932301284349,1551.2809070680846
684.7029566157187,1548.5859862428183
694.0126831030022,1545.891065417552
703.3224095902859,1543.1961445922857
712.6321360775697,1540.5012237670194
721.9418625648533,1537.806302941753
731.251589052137,1535.1113821164865
740.5613155394208,1532.4164612912202
748.5553059895832,1527.0835205078126
756.3088541666666,1521.268359375
764.0624023437498,1515.4531982421877
771.8159505208332,1509.638037109375
779.5694986979166,1503.8228759765625
787.3230468749998,1498.0077148437501
795.0765950520832,1492.1925537109375
