frame,ball_x,ball_y,center_x,center_y,r_raw,theta,r_boundary,r_norm,x_norm,y_norm
top30_f23764_t792.133.jpg,433,808,519.1660975684142,820.7289859786367,87.1012253312995,3.2882580500500143,452.7896206326766,0.19236577288956078,-0.19030051405796924,-0.028112362559392493
